customer_id,age,gender,tenure,monthly_charges,contract_type,support_calls,internet_service,payment_method,total_charges,churn,age_group,tenure_group,churn_numeric,risk_score,risk_level
CUST-00858,27,Male,57,55.3,Two year,0,DSL,Bank transfer,3152.1,No,26-35,49-72 Months,0,0,Low
CUST-00859,49,Female,47,78.4,Month-to-month,5,Fiber optic,Mailed check,3684.8,Yes,46-55,25-48 Months,1,4,Medium
CUST-00860,33,Male,54,104.87,Month-to-month,4,DSL,Bank transfer,5662.98,Yes,26-35,49-72 Months,1,3,Medium
CUST-00861,25,Male,3,131.3,Month-to-month,0,Fiber optic,Electronic check,393.9,No,18-25,0-6 Months,0,5,High
CUST-00862,55,Male,53,57.33,Month-to-month,4,No,Mailed check,3038.49,No,46-55,49-72 Months,0,2,Low
CUST-00863,29,Male,31,43.88,Month-to-month,3,Fiber optic,Credit card,1360.28,No,26-35,25-48 Months,0,2,Low
CUST-00864,41,Male,69,69.25,Two year,2,Fiber optic,Bank transfer,4778.25,No,36-45,49-72 Months,0,0,Low
CUST-00865,45,Female,33,136.27,Month-to-month,3,DSL,Electronic check,4496.91,Yes,36-45,25-48 Months,1,3,Medium
CUST-00866,70,Male,72,21.28,One year,1,DSL,Bank transfer,1532.16,No,66+,49-72 Months,0,0,Low
CUST-00867,25,Male,50,108.12,Two year,3,Fiber optic,Bank transfer,5406.0,No,18-25,49-72 Months,0,1,Low
CUST-00868,75,Male,16,82.03,Two year,3,No,Electronic check,1312.48,No,66+,13-24 Months,0,0,Low
CUST-00869,45,Male,39,40.94,Month-to-month,1,DSL,Credit card,1596.66,No,36-45,25-48 Months,0,2,Low
CUST-00870,53,Female,46,61.73,Month-to-month,5,Fiber optic,Electronic check,2839.58,No,46-55,25-48 Months,0,4,Medium
CUST-00871,43,Male,47,49.24,Month-to-month,1,No,Bank transfer,2314.28,No,36-45,25-48 Months,0,2,Low
CUST-00872,25,Female,44,134.12,Month-to-month,1,No,Credit card,5901.28,Yes,18-25,25-48 Months,1,3,Medium
CUST-00873,75,Male,9,82.64,One year,4,No,Credit card,743.76,No,66+,7-12 Months,0,2,Low
CUST-00874,67,Female,50,93.2,Month-to-month,1,Fiber optic,Credit card,4660.0,Yes,66+,49-72 Months,1,2,Low
CUST-00875,45,Male,60,97.18,Month-to-month,2,DSL,Credit card,5830.8,Yes,36-45,49-72 Months,1,2,Low
CUST-00876,45,Male,15,103.15,Month-to-month,3,No,Bank transfer,1547.25,No,36-45,13-24 Months,0,3,Medium
CUST-00877,54,Female,36,84.42,One year,2,No,Electronic check,3039.12,No,46-55,25-48 Months,0,0,Low
CUST-00878,58,Male,63,22.32,Month-to-month,1,Fiber optic,Electronic check,1406.16,Yes,56-65,49-72 Months,1,2,Low
CUST-00879,53,Female,69,63.51,Month-to-month,2,DSL,Mailed check,4382.19,Yes,46-55,49-72 Months,1,2,Low
CUST-00880,44,Male,41,43.9,Month-to-month,2,Fiber optic,Mailed check,1799.9,No,36-45,25-48 Months,0,2,Low
CUST-00881,71,Female,24,108.42,One year,2,DSL,Mailed check,2602.08,No,66+,13-24 Months,0,1,Low
CUST-00882,34,Male,49,27.37,One year,2,Fiber optic,Credit card,1341.13,No,26-35,49-72 Months,0,0,Low
CUST-00883,26,Male,18,93.29,Month-to-month,1,Fiber optic,Credit card,1679.22,No,26-35,13-24 Months,0,2,Low
CUST-00884,50,Female,7,47.38,Two year,2,Fiber optic,Electronic check,331.66,No,46-55,7-12 Months,0,2,Low
CUST-00885,70,Male,4,143.35,Month-to-month,0,Fiber optic,Credit card,573.4,Yes,66+,0-6 Months,1,5,High
CUST-00886,37,Male,69,63.62,Month-to-month,2,Fiber optic,Electronic check,4389.78,Yes,36-45,49-72 Months,1,2,Low
CUST-00887,30,Male,60,62.28,Month-to-month,1,Fiber optic,Mailed check,3736.8,No,26-35,49-72 Months,0,2,Low
CUST-00888,45,Male,55,140.04,Month-to-month,2,No,Electronic check,7702.2,No,36-45,49-72 Months,0,3,Medium
CUST-00889,65,Male,16,74.26,One year,2,Fiber optic,Credit card,1188.16,Yes,56-65,13-24 Months,1,0,Low
CUST-00890,46,Male,29,145.17,Month-to-month,1,Fiber optic,Electronic check,4209.93,No,46-55,25-48 Months,0,3,Medium
CUST-00891,30,Female,23,23.14,One year,1,Fiber optic,Electronic check,532.22,No,26-35,13-24 Months,0,0,Low
CUST-00892,63,Female,14,59.82,Month-to-month,0,Fiber optic,Electronic check,837.48,No,56-65,13-24 Months,0,2,Low
CUST-00893,52,Female,49,106.61,Two year,5,No,Credit card,5223.89,Yes,46-55,49-72 Months,1,3,Medium
CUST-00894,23,Male,33,135.81,One year,3,Fiber optic,Bank transfer,4481.73,No,18-25,25-48 Months,0,1,Low
CUST-00895,35,Female,25,53.33,One year,2,Fiber optic,Mailed check,1333.25,No,26-35,25-48 Months,0,0,Low
CUST-00896,68,Male,21,140.96,One year,4,Fiber optic,Bank transfer,2960.16,No,66+,13-24 Months,0,1,Low
CUST-00897,22,Male,17,97.24,Two year,3,Fiber optic,Bank transfer,1653.08,No,18-25,13-24 Months,0,0,Low
CUST-00898,64,Male,23,124.13,Two year,1,No,Bank transfer,2854.99,Yes,56-65,13-24 Months,1,1,Low
CUST-00899,42,Male,57,71.64,Month-to-month,2,Fiber optic,Bank transfer,4083.48,No,36-45,49-72 Months,0,2,Low
CUST-00900,19,Female,58,47.58,Month-to-month,5,DSL,Credit card,2759.64,Yes,18-25,49-72 Months,1,4,Medium
CUST-00901,27,Male,14,138.46,Month-to-month,1,Fiber optic,Credit card,1938.44,No,26-35,13-24 Months,0,3,Medium
CUST-00902,73,Female,20,141.31,Month-to-month,4,No,Bank transfer,2826.2,Yes,66+,13-24 Months,1,3,Medium
CUST-00903,47,Male,30,84.68,Month-to-month,5,DSL,Bank transfer,2540.4,Yes,46-55,25-48 Months,1,4,Medium
CUST-00904,67,Female,19,20.84,Month-to-month,1,Fiber optic,Electronic check,395.96,No,66+,13-24 Months,0,2,Low
CUST-00905,62,Female,53,34.27,Two year,3,DSL,Electronic check,1816.31,No,56-65,49-72 Months,0,0,Low
CUST-00906,22,Female,56,94.49,Month-to-month,1,No,Mailed check,5291.44,No,18-25,49-72 Months,0,2,Low
CUST-00907,72,Female,23,23.09,Two year,1,Fiber optic,Mailed check,531.07,No,66+,13-24 Months,0,0,Low
CUST-00908,73,Female,62,71.6,Month-to-month,2,Fiber optic,Mailed check,4439.2,No,66+,49-72 Months,0,2,Low
CUST-00909,50,Female,33,59.44,One year,1,DSL,Electronic check,1961.52,No,46-55,25-48 Months,0,0,Low
CUST-00910,71,Male,18,112.87,Month-to-month,3,Fiber optic,Bank transfer,2031.66,Yes,66+,13-24 Months,1,3,Medium
CUST-00911,18,Female,33,27.23,One year,3,Fiber optic,Bank transfer,898.59,No,18-25,25-48 Months,0,0,Low
CUST-00912,35,Male,32,83.54,Month-to-month,2,Fiber optic,Mailed check,2673.28,No,26-35,25-48 Months,0,2,Low
CUST-00913,49,Female,61,95.28,Month-to-month,3,Fiber optic,Mailed check,5812.08,Yes,46-55,49-72 Months,1,2,Low
CUST-00914,64,Male,54,100.25,Two year,4,Fiber optic,Credit card,5413.5,No,56-65,49-72 Months,0,1,Low
CUST-00915,66,Female,17,72.67,Month-to-month,2,Fiber optic,Mailed check,1235.39,No,66+,13-24 Months,0,2,Low
CUST-00916,28,Female,19,59.57,Month-to-month,1,DSL,Electronic check,1131.83,No,26-35,13-24 Months,0,2,Low
CUST-00917,38,Male,70,108.72,Month-to-month,2,DSL,Electronic check,7610.4,No,36-45,49-72 Months,0,3,Medium
CUST-00918,43,Female,34,130.18,Two year,4,Fiber optic,Mailed check,4426.12,No,36-45,25-48 Months,0,1,Low
CUST-00919,42,Female,25,110.17,Month-to-month,1,Fiber optic,Mailed check,2754.25,Yes,36-45,25-48 Months,1,3,Medium
CUST-00920,39,Female,68,141.17,One year,2,DSL,Credit card,9599.56,No,36-45,49-72 Months,0,1,Low
CUST-00921,44,Male,11,113.24,Month-to-month,3,DSL,Credit card,1245.64,Yes,36-45,7-12 Months,1,5,High
CUST-00922,66,Female,16,119.4,Month-to-month,3,Fiber optic,Credit card,1910.4,No,66+,13-24 Months,0,3,Medium
CUST-00923,30,Male,61,41.83,Two year,3,DSL,Electronic check,2551.63,No,26-35,49-72 Months,0,0,Low
CUST-00924,50,Female,7,74.54,Month-to-month,3,No,Credit card,521.78,Yes,46-55,7-12 Months,1,4,Medium
CUST-00925,51,Female,16,83.06,One year,3,Fiber optic,Bank transfer,1328.96,No,46-55,13-24 Months,0,0,Low
CUST-00926,58,Male,16,53.32,Month-to-month,2,Fiber optic,Bank transfer,853.12,No,56-65,13-24 Months,0,2,Low
CUST-00927,52,Female,40,88.71,Month-to-month,2,Fiber optic,Bank transfer,3548.4,No,46-55,25-48 Months,0,2,Low
CUST-00928,18,Female,12,57.8,Month-to-month,2,Fiber optic,Credit card,693.6,Yes,18-25,7-12 Months,1,4,Medium
CUST-00929,38,Male,35,109.38,One year,3,Fiber optic,Electronic check,3828.3,No,36-45,25-48 Months,0,1,Low
CUST-00930,65,Female,21,81.14,One year,2,Fiber optic,Electronic check,1703.94,No,56-65,13-24 Months,0,0,Low
CUST-00931,72,Male,50,79.64,One year,2,Fiber optic,Credit card,3982.0,Yes,66+,49-72 Months,1,0,Low
CUST-00932,23,Male,43,147.87,Month-to-month,5,Fiber optic,Mailed check,6358.41,No,18-25,25-48 Months,0,5,High
CUST-00933,45,Male,17,71.02,Month-to-month,3,DSL,Mailed check,1207.34,Yes,36-45,13-24 Months,1,2,Low
CUST-00934,34,Female,32,67.1,Month-to-month,4,Fiber optic,Credit card,2147.2,No,26-35,25-48 Months,0,2,Low
CUST-00935,22,Male,41,61.42,One year,1,Fiber optic,Electronic check,2518.22,No,18-25,25-48 Months,0,0,Low
CUST-00936,48,Male,6,136.32,Two year,1,DSL,Bank transfer,817.92,No,46-55,0-6 Months,0,3,Medium
CUST-00937,22,Female,27,84.57,Month-to-month,2,Fiber optic,Mailed check,2283.39,Yes,18-25,25-48 Months,1,2,Low
CUST-00938,55,Male,20,98.0,Month-to-month,1,DSL,Bank transfer,1960.0,Yes,46-55,13-24 Months,1,2,Low
CUST-00939,20,Female,25,43.51,Month-to-month,7,Fiber optic,Electronic check,1087.75,No,18-25,25-48 Months,0,4,Medium
CUST-00940,70,Female,66,90.32,Two year,2,DSL,Mailed check,5961.12,No,66+,49-72 Months,0,0,Low
CUST-00941,40,Female,9,55.7,Two year,3,Fiber optic,Credit card,501.3,No,36-45,7-12 Months,0,2,Low
CUST-00942,54,Female,53,114.98,Month-to-month,2,Fiber optic,Bank transfer,6093.94,Yes,46-55,49-72 Months,1,3,Medium
CUST-00943,70,Male,61,128.23,Month-to-month,0,No,Bank transfer,7822.03,No,66+,49-72 Months,0,3,Medium
CUST-00944,54,Male,38,112.93,Month-to-month,5,Fiber optic,Bank transfer,4291.34,Yes,46-55,25-48 Months,1,5,High
CUST-00945,27,Male,3,114.93,One year,1,Fiber optic,Credit card,344.79,No,26-35,0-6 Months,0,3,Medium
CUST-00946,27,Male,70,86.62,One year,1,Fiber optic,Credit card,6063.4,No,26-35,49-72 Months,0,0,Low
CUST-00947,36,Male,55,112.58,Month-to-month,5,DSL,Bank transfer,6191.9,Yes,36-45,49-72 Months,1,5,High
CUST-00948,34,Female,1,74.95,Two year,2,Fiber optic,Credit card,74.95,No,26-35,0-6 Months,0,2,Low
CUST-00949,38,Male,70,104.69,Month-to-month,2,Fiber optic,Mailed check,7328.3,No,36-45,49-72 Months,0,3,Medium
CUST-00950,31,Male,45,53.68,Month-to-month,1,Fiber optic,Electronic check,2415.6,No,26-35,25-48 Months,0,2,Low
CUST-00951,26,Male,47,29.07,One year,2,Fiber optic,Mailed check,1366.29,No,26-35,25-48 Months,0,0,Low
CUST-00952,63,Female,26,73.75,Month-to-month,3,DSL,Credit card,1917.5,No,56-65,25-48 Months,0,2,Low
CUST-00953,18,Female,14,80.03,Two year,2,DSL,Electronic check,1120.42,No,18-25,13-24 Months,0,0,Low
CUST-00954,68,Male,54,53.33,Month-to-month,3,Fiber optic,Bank transfer,2879.82,Yes,66+,49-72 Months,1,2,Low
CUST-00955,62,Female,71,114.6,Month-to-month,2,Fiber optic,Bank transfer,8136.6,Yes,56-65,49-72 Months,1,3,Medium
CUST-00956,30,Male,46,29.56,One year,2,Fiber optic,Electronic check,1359.76,No,26-35,25-48 Months,0,0,Low
CUST-00957,21,Male,31,48.96,Month-to-month,2,Fiber optic,Mailed check,1517.76,No,18-25,25-48 Months,0,2,Low
CUST-00958,18,Female,59,117.31,Month-to-month,2,Fiber optic,Bank transfer,6921.29,No,18-25,49-72 Months,0,3,Medium
CUST-00959,66,Female,29,76.83,Two year,1,DSL,Bank transfer,2228.07,Yes,66+,25-48 Months,1,0,Low
CUST-00960,57,Male,17,111.69,Month-to-month,2,DSL,Bank transfer,1898.73,No,56-65,13-24 Months,0,3,Medium
CUST-00961,49,Male,14,93.77,Month-to-month,4,DSL,Credit card,1312.78,No,46-55,13-24 Months,0,2,Low
CUST-00962,51,Female,36,143.59,Two year,2,No,Mailed check,5169.24,Yes,46-55,25-48 Months,1,1,Low
CUST-00963,45,Male,58,97.71,Month-to-month,3,Fiber optic,Credit card,5667.18,No,36-45,49-72 Months,0,2,Low
CUST-00964,48,Female,24,21.93,Month-to-month,3,Fiber optic,Electronic check,526.32,No,46-55,13-24 Months,0,2,Low
CUST-00965,25,Male,63,65.87,One year,4,DSL,Electronic check,4149.81,Yes,18-25,49-72 Months,1,0,Low
CUST-00966,56,Female,25,38.6,Month-to-month,1,Fiber optic,Credit card,965.0,No,56-65,25-48 Months,0,2,Low
CUST-00967,43,Male,59,140.2,Two year,3,Fiber optic,Bank transfer,8271.8,No,36-45,49-72 Months,0,1,Low
CUST-00968,75,Male,32,33.52,Month-to-month,3,Fiber optic,Credit card,1072.64,Yes,66+,25-48 Months,1,2,Low
CUST-00969,51,Female,18,70.4,One year,4,Fiber optic,Mailed check,1267.2,Yes,46-55,13-24 Months,1,0,Low
CUST-00970,71,Male,37,49.39,Month-to-month,4,No,Bank transfer,1827.43,No,66+,25-48 Months,0,2,Low
CUST-00971,71,Male,26,130.07,Month-to-month,0,Fiber optic,Electronic check,3381.82,No,66+,25-48 Months,0,3,Medium
CUST-00972,20,Female,9,60.11,One year,1,DSL,Mailed check,540.99,No,18-25,7-12 Months,0,2,Low
CUST-00973,67,Male,64,148.95,Month-to-month,2,Fiber optic,Electronic check,9532.8,Yes,66+,49-72 Months,1,3,Medium
CUST-00974,29,Male,72,25.02,One year,2,DSL,Mailed check,1801.44,Yes,26-35,49-72 Months,1,0,Low
CUST-00975,18,Male,20,36.68,Month-to-month,0,DSL,Mailed check,733.6,No,18-25,13-24 Months,0,2,Low
CUST-00976,71,Female,54,49.2,One year,3,No,Mailed check,2656.8,Yes,66+,49-72 Months,1,0,Low
CUST-00977,61,Female,30,125.44,Month-to-month,1,Fiber optic,Electronic check,3763.2,Yes,56-65,25-48 Months,1,3,Medium
CUST-00978,22,Female,53,134.21,One year,5,DSL,Credit card,7113.13,No,18-25,49-72 Months,0,3,Medium
CUST-00979,47,Male,63,29.29,One year,3,Fiber optic,Credit card,1845.27,No,46-55,49-72 Months,0,0,Low
CUST-00980,47,Male,11,24.22,Month-to-month,2,Fiber optic,Bank transfer,266.42,Yes,46-55,7-12 Months,1,4,Medium
CUST-00981,74,Male,31,116.79,Month-to-month,1,Fiber optic,Electronic check,3620.49,No,66+,25-48 Months,0,3,Medium
CUST-00982,34,Male,49,37.34,Month-to-month,1,Fiber optic,Bank transfer,1829.66,Yes,26-35,49-72 Months,1,2,Low
CUST-00983,65,Female,19,37.29,Month-to-month,6,DSL,Bank transfer,708.51,Yes,56-65,13-24 Months,1,4,Medium
CUST-00984,64,Male,12,22.91,One year,5,Fiber optic,Mailed check,274.92,No,56-65,7-12 Months,0,4,Medium
CUST-00985,40,Male,15,26.48,Month-to-month,2,DSL,Mailed check,397.2,Yes,36-45,13-24 Months,1,2,Low
CUST-00986,32,Male,31,54.28,Two year,1,Fiber optic,Credit card,1682.68,No,26-35,25-48 Months,0,0,Low
CUST-00987,54,Female,43,28.45,Month-to-month,3,DSL,Credit card,1223.35,No,46-55,25-48 Months,0,2,Low
CUST-00988,38,Male,37,67.95,Two year,2,DSL,Bank transfer,2514.15,No,36-45,25-48 Months,0,0,Low
CUST-00989,31,Male,29,128.26,Month-to-month,0,DSL,Bank transfer,3719.54,No,26-35,25-48 Months,0,3,Medium
CUST-00990,19,Male,26,62.42,Two year,1,DSL,Bank transfer,1622.92,Yes,18-25,25-48 Months,1,0,Low
CUST-00991,28,Male,2,114.62,Month-to-month,1,DSL,Credit card,229.24,Yes,26-35,0-6 Months,1,5,High
CUST-00992,68,Male,15,32.21,Month-to-month,0,No,Bank transfer,483.15,No,66+,13-24 Months,0,2,Low
CUST-00993,56,Female,4,105.72,Two year,2,Fiber optic,Credit card,422.88,No,56-65,0-6 Months,0,3,Medium
CUST-00994,55,Male,50,61.18,Month-to-month,1,Fiber optic,Electronic check,3059.0,No,46-55,49-72 Months,0,2,Low
CUST-00995,51,Male,38,117.47,Month-to-month,1,Fiber optic,Electronic check,4463.86,No,46-55,25-48 Months,0,3,Medium
CUST-00996,55,Male,23,37.71,One year,2,DSL,Bank transfer,867.33,No,46-55,13-24 Months,0,0,Low
CUST-00997,67,Male,59,136.72,One year,1,Fiber optic,Credit card,8066.48,Yes,66+,49-72 Months,1,1,Low
CUST-00998,51,Male,28,51.54,Month-to-month,3,No,Electronic check,1443.12,No,46-55,25-48 Months,0,2,Low
CUST-00999,35,Male,66,65.91,Month-to-month,2,DSL,Credit card,4350.06,Yes,26-35,49-72 Months,1,2,Low
CUST-01000,47,Male,8,143.52,One year,1,No,Credit card,1148.16,No,46-55,7-12 Months,0,3,Medium
CUST-01001,32,Male,29,95.2,Month-to-month,3,No,Electronic check,2760.8,No,26-35,25-48 Months,0,2,Low
CUST-01002,44,Male,11,67.55,Two year,4,No,Bank transfer,743.05,No,36-45,7-12 Months,0,2,Low
CUST-01003,68,Male,18,143.45,One year,4,DSL,Bank transfer,2582.1,No,66+,13-24 Months,0,1,Low
CUST-01004,51,Female,55,62.78,One year,2,Fiber optic,Electronic check,3452.9,No,46-55,49-72 Months,0,0,Low
CUST-01005,69,Female,50,32.33,Month-to-month,2,Fiber optic,Mailed check,1616.5,Yes,66+,49-72 Months,1,2,Low
CUST-01006,74,Female,14,149.59,Two year,4,DSL,Credit card,2094.26,No,66+,13-24 Months,0,1,Low
CUST-01007,55,Female,9,54.82,Month-to-month,2,Fiber optic,Mailed check,493.38,No,46-55,7-12 Months,0,4,Medium
CUST-01008,50,Male,11,130.66,Two year,3,Fiber optic,Bank transfer,1437.26,Yes,46-55,7-12 Months,1,3,Medium
CUST-01009,41,Female,63,41.52,Month-to-month,1,No,Credit card,2615.76,No,36-45,49-72 Months,0,2,Low
CUST-01010,32,Female,67,115.08,One year,1,DSL,Electronic check,7710.36,No,26-35,49-72 Months,0,1,Low
CUST-01011,47,Male,53,88.18,One year,3,DSL,Bank transfer,4673.54,No,46-55,49-72 Months,0,0,Low
CUST-01012,72,Female,39,147.52,Month-to-month,6,DSL,Bank transfer,5753.28,No,66+,25-48 Months,0,5,High
CUST-01013,59,Female,56,91.87,Month-to-month,3,DSL,Bank transfer,5144.72,No,56-65,49-72 Months,0,2,Low
CUST-01014,68,Male,28,23.25,Month-to-month,2,Fiber optic,Electronic check,651.0,No,66+,25-48 Months,0,2,Low
CUST-01015,34,Male,39,98.5,Month-to-month,4,Fiber optic,Electronic check,3841.5,No,26-35,25-48 Months,0,2,Low
CUST-01016,22,Male,25,38.89,Month-to-month,5,Fiber optic,Mailed check,972.25,No,18-25,25-48 Months,0,4,Medium
CUST-01017,46,Female,21,123.81,Month-to-month,1,No,Electronic check,2600.01,Yes,46-55,13-24 Months,1,3,Medium
CUST-01018,21,Female,10,131.35,One year,0,Fiber optic,Mailed check,1313.5,No,18-25,7-12 Months,0,3,Medium
CUST-01019,27,Male,43,82.67,One year,4,Fiber optic,Credit card,3554.81,No,26-35,25-48 Months,0,0,Low
CUST-01020,73,Male,15,121.82,Month-to-month,2,Fiber optic,Credit card,1827.3,No,66+,13-24 Months,0,3,Medium
CUST-01021,34,Female,48,38.86,One year,7,No,Credit card,1865.28,Yes,26-35,25-48 Months,1,2,Low
CUST-01022,27,Male,21,83.97,Two year,2,No,Bank transfer,1763.37,No,26-35,13-24 Months,0,0,Low
CUST-01023,34,Female,60,71.21,Month-to-month,2,Fiber optic,Bank transfer,4272.6,Yes,26-35,49-72 Months,1,2,Low
CUST-01024,37,Male,50,99.47,Month-to-month,1,No,Bank transfer,4973.5,No,36-45,49-72 Months,0,2,Low
CUST-01025,41,Male,23,25.78,Month-to-month,0,Fiber optic,Electronic check,592.94,Yes,36-45,13-24 Months,1,2,Low
CUST-01026,22,Female,13,117.78,One year,3,No,Electronic check,1531.14,No,18-25,13-24 Months,0,1,Low
CUST-01027,51,Male,69,30.29,One year,2,Fiber optic,Mailed check,2090.01,No,46-55,49-72 Months,0,0,Low
CUST-01028,23,Male,4,105.34,One year,2,DSL,Bank transfer,421.36,No,18-25,0-6 Months,0,3,Medium
CUST-01029,70,Male,72,22.4,Month-to-month,2,No,Electronic check,1612.8,No,66+,49-72 Months,0,2,Low
CUST-01030,19,Female,9,128.15,Two year,1,DSL,Credit card,1153.35,No,18-25,7-12 Months,0,3,Medium
CUST-01031,30,Male,35,42.71,Month-to-month,2,No,Credit card,1494.85,Yes,26-35,25-48 Months,1,2,Low
CUST-01032,60,Male,21,87.01,Month-to-month,3,Fiber optic,Electronic check,1827.21,No,56-65,13-24 Months,0,2,Low
CUST-01033,60,Male,58,53.99,Month-to-month,4,Fiber optic,Credit card,3131.42,Yes,56-65,49-72 Months,1,2,Low
CUST-01034,65,Male,18,113.94,Month-to-month,1,DSL,Credit card,2050.92,No,56-65,13-24 Months,0,3,Medium
CUST-01035,28,Male,72,61.78,One year,3,DSL,Mailed check,4448.16,No,26-35,49-72 Months,0,0,Low
CUST-01036,68,Male,43,114.2,One year,1,No,Credit card,4910.6,No,66+,25-48 Months,0,1,Low
CUST-01037,64,Female,6,57.03,Two year,2,Fiber optic,Bank transfer,342.18,No,56-65,0-6 Months,0,2,Low
CUST-01038,74,Female,67,117.82,Month-to-month,1,Fiber optic,Electronic check,7893.94,No,66+,49-72 Months,0,3,Medium
CUST-01039,40,Male,12,23.98,Two year,3,Fiber optic,Electronic check,287.76,No,36-45,7-12 Months,0,2,Low
CUST-01040,72,Female,12,56.83,One year,3,Fiber optic,Bank transfer,681.96,Yes,66+,7-12 Months,1,2,Low
CUST-01041,33,Female,66,84.82,Month-to-month,2,Fiber optic,Credit card,5598.12,No,26-35,49-72 Months,0,2,Low
CUST-01042,48,Male,2,25.86,Two year,2,DSL,Mailed check,51.72,No,46-55,0-6 Months,0,2,Low
CUST-01043,28,Female,15,44.18,One year,4,Fiber optic,Mailed check,662.7,No,26-35,13-24 Months,0,0,Low
CUST-01044,71,Female,23,141.49,Month-to-month,3,Fiber optic,Bank transfer,3254.27,No,66+,13-24 Months,0,3,Medium
CUST-01045,33,Female,29,146.99,Two year,2,No,Credit card,4262.71,Yes,26-35,25-48 Months,1,1,Low
CUST-01046,25,Female,7,116.17,One year,8,Fiber optic,Bank transfer,813.19,Yes,18-25,7-12 Months,1,5,High
CUST-01047,21,Female,28,52.79,One year,2,DSL,Mailed check,1478.12,Yes,18-25,25-48 Months,1,0,Low
CUST-01048,57,Female,14,53.87,Two year,4,No,Credit card,754.18,No,56-65,13-24 Months,0,0,Low
CUST-01049,21,Female,44,103.95,Month-to-month,2,Fiber optic,Bank transfer,4573.8,Yes,18-25,25-48 Months,1,3,Medium
CUST-01050,73,Female,30,35.29,One year,7,Fiber optic,Bank transfer,1058.7,No,66+,25-48 Months,0,2,Low
CUST-01051,42,Male,32,143.28,One year,2,Fiber optic,Credit card,4584.96,No,36-45,25-48 Months,0,1,Low
CUST-01052,20,Male,70,49.23,Month-to-month,5,Fiber optic,Mailed check,3446.1,Yes,18-25,49-72 Months,1,4,Medium
CUST-01053,49,Female,6,149.95,Month-to-month,2,Fiber optic,Credit card,899.7,Yes,46-55,0-6 Months,1,5,High
CUST-01054,20,Female,27,84.45,One year,2,Fiber optic,Mailed check,2280.15,No,18-25,25-48 Months,0,0,Low
CUST-01055,44,Male,24,120.29,Month-to-month,6,DSL,Electronic check,2886.96,Yes,36-45,13-24 Months,1,5,High
CUST-01056,46,Female,34,20.28,One year,4,Fiber optic,Mailed check,689.52,Yes,46-55,25-48 Months,1,0,Low
CUST-01057,49,Female,40,135.54,Two year,4,DSL,Mailed check,5421.6,Yes,46-55,25-48 Months,1,1,Low
CUST-01058,67,Male,47,55.1,Month-to-month,3,Fiber optic,Electronic check,2589.7,Yes,66+,25-48 Months,1,2,Low
CUST-01059,75,Male,24,106.83,Month-to-month,2,DSL,Bank transfer,2563.92,No,66+,13-24 Months,0,3,Medium
CUST-01060,68,Male,65,124.83,Month-to-month,2,DSL,Bank transfer,8113.95,No,66+,49-72 Months,0,3,Medium
CUST-01061,36,Female,18,41.34,One year,4,Fiber optic,Mailed check,744.12,Yes,36-45,13-24 Months,1,0,Low
CUST-01062,38,Female,44,77.53,Two year,2,Fiber optic,Electronic check,3411.32,Yes,36-45,25-48 Months,1,0,Low
CUST-01063,22,Male,57,84.2,Month-to-month,1,Fiber optic,Electronic check,4799.4,No,18-25,49-72 Months,0,2,Low
CUST-01064,35,Male,28,60.58,Month-to-month,2,Fiber optic,Credit card,1696.24,Yes,26-35,25-48 Months,1,2,Low
CUST-01065,45,Female,71,82.63,One year,0,Fiber optic,Mailed check,5866.73,No,36-45,49-72 Months,0,0,Low
CUST-01066,59,Male,23,61.28,One year,4,Fiber optic,Electronic check,1409.44,Yes,56-65,13-24 Months,1,0,Low
CUST-01067,39,Female,34,66.9,Month-to-month,4,Fiber optic,Bank transfer,2274.6,No,36-45,25-48 Months,0,2,Low
CUST-01068,38,Female,11,107.01,One year,8,DSL,Electronic check,1177.11,Yes,36-45,7-12 Months,1,5,High
CUST-01069,23,Male,35,102.24,Month-to-month,3,Fiber optic,Electronic check,3578.4,No,18-25,25-48 Months,0,3,Medium
CUST-01070,18,Male,42,50.19,One year,1,DSL,Electronic check,2107.98,No,18-25,25-48 Months,0,0,Low
CUST-01071,22,Female,28,136.67,Month-to-month,3,Fiber optic,Electronic check,3826.76,Yes,18-25,25-48 Months,1,3,Medium
CUST-01072,58,Male,24,132.16,Month-to-month,1,No,Bank transfer,3171.84,No,56-65,13-24 Months,0,3,Medium
CUST-01073,29,Male,8,86.18,Two year,6,Fiber optic,Electronic check,689.44,Yes,26-35,7-12 Months,1,4,Medium
CUST-01074,43,Male,53,76.32,Month-to-month,2,Fiber optic,Mailed check,4044.96,Yes,36-45,49-72 Months,1,2,Low
CUST-01075,63,Male,72,68.99,Month-to-month,5,DSL,Electronic check,4967.28,Yes,56-65,49-72 Months,1,4,Medium
CUST-01076,51,Female,4,111.94,Two year,4,Fiber optic,Bank transfer,447.76,No,46-55,0-6 Months,0,3,Medium
CUST-01077,66,Female,5,107.32,One year,4,Fiber optic,Mailed check,536.6,Yes,66+,0-6 Months,1,3,Medium
CUST-01078,31,Female,49,45.5,Month-to-month,7,DSL,Electronic check,2229.5,Yes,26-35,49-72 Months,1,4,Medium
CUST-01079,43,Female,30,107.29,One year,3,Fiber optic,Bank transfer,3218.7,No,36-45,25-48 Months,0,1,Low
CUST-01080,62,Male,72,52.82,Two year,3,Fiber optic,Mailed check,3803.04,No,56-65,49-72 Months,0,0,Low
